Year (N);ISO;Rank N;Score N;Score N without the exactions;Score N with the exactions;Score exactions;Rank N-1;Score N-1;Rank evolution;FR_country;EN_country;ES_country;AR_country;FA_country;Zone
2021;NOR;1;93,28;93,28;94,51;100;1;92,16;0;Norvège;Norway;Noruega;النرويج;نروژ;UE Balkans
2021;FIN;2;93,01;93,01;94,4;100;2;92,07;0;Finlande;Finland;Finlandia;فنلندا;فنلاند;UE Balkans
2021;SWE;3;92,76;92,76;94,17;100;4;90,75;1;Suède;Sweden;Suecia;السويد;سوئد;UE Balkans
2021;DNK;4;91,43;91,43;93,21;100;3;91,87;-1;Danemark;Denmark;Dinamarca;الدنمارك;دانمارک;UE Balkans
2021;CRI;5;91,24;91,79;91,24;89,01;7;89,47;2;Costa Rica;Costa Rica;Costa Rica;كوستاريكا;کاستاریکا;Amériques
2021;NLD;6;90,33;91,26;90,33;86,14;5;90,04;-1;Pays-Bas;Netherlands;Países Bajos;هولندا;هلند;UE Balkans
2021;JAM;7;90,04;90,04;92,09;100;6;89,49;-1;Jamaïque;Jamaica;Jamaica;جامايكا;جامائیکا;Amériques
2021;NZL;8;89,96;89,96;91,8;100;9;89,31;1;Nouvelle-Zélande;New Zealand;Nueva Zelanda;نيوزيلاندا;زلاند نو;Asie-Pacifique
2021;PRT;9;89,89;89,89;92,01;100;10;88,17;1;Portugal;Portugal;Portugal;البرتغال;پرتغال;UE Balkans
2021;CHE;10;89,45;89,45;90,28;93,07;8;89,38;-2;Suisse;Switzerland;Suiza;سويسرا;سويیس;UE Balkans
2021;BEL;11;88,31;88,31;89,31;93,07;12;87,43;1;Belgique;Belgium;Bélgica;بلجيكا;بلژیک;UE Balkans
2021;IRL;12;88,09;88,09;90,42;100;13;87,4;1;Irlande;Ireland;Irlanda;أيرلندا;ایرلند;UE Balkans
2021;DEU;13;84,76;91,75;84,76;56,69;11;87,84;-2;Allemagne;Germany;Alemania;ألمانيا;آلمان;UE Balkans
2021;CAN;14;84,75;84,75;87,94;100;16;84,71;2;Canada;Canada;Canadá;كندا;کانادا;Amériques
2021;EST;15;84,75;84,75;87,71;100;14;87,39;-1;Estonie;Estonia;Estonia;إستونيا;استونی;UE Balkans
2021;ISL;16;84,63;84,63;87,91;100;15;84,88;-1;Islande;Iceland;Islandia;أيسلندا;ایسلند;UE Balkans
2021;AUT;17;83,66;83,66;84,78;89,01;18;84,22;1;Autriche;Austria;Austria;النمسا;اتریش;UE Balkans
2021;URY;18;83,62;83,62;86,93;100;19;84,21;1;Uruguay;Uruguay;Uruguay;أوروغواي;اروگويه;Amériques
2021;SUR;19;83,05;83,05;86,59;100;20;82,5;1;Suriname;Suriname;Surinam;سورينام;سورینام;Amériques
2021;LUX;20;82,44;82,44;86,08;100;17;84,54;-3;Luxembourg;Luxembourg;Luxemburgo;لوكسمبورغ;لوکزامبورگ;UE Balkans
2021;WSM;21;80,76;80,76;84,79;100;21;81,75;0;Samoa;Samoa;Samoa;ساموا;ساموآ;Asie-Pacifique
2021;LVA;22;80,74;80,74;84,72;100;22;81,44;0;Lettonie;Latvia;Letonia;لاتفيا;لتوانی;UE Balkans
2021;LIE;23;80,51;80,51;84,36;100;24;80,48;1;Liechtenstein;Liechtenstein;Liechtenstein;ليختنشتاين;لیختن‌اشتاین;UE Balkans
2021;NAM;24;80,28;80,28;82,06;89,01;23;80,75;-1;Namibie;Namibia;Namibia;ناميبيا;نامیبیا;Afrique
2021;AUS;25;80,21;80,21;84,24;100;26;79,79;1;Australie;Australia;Australia;أستراليا;استرالیا;Asie-Pacifique
2021;CYP;26;80,15;80,15;81,02;83,91;27;79,55;1;Chypre;Cyprus;Chipre;قبرص;قبرس;UE Balkans
2021;CPV;27;79,91;79,91;84,02;100;25;79,85;-2;Cap-Vert;Cape Verde;Cabo Verde;الرأس الأخضر;کیپورد;Afrique
2021;LTU;28;79,85;79,85;83,92;100;28;78,81;0;Lituanie;Lithuania;Lituania;ليتوانيا;لیتوانی;UE Balkans
2021;ESP;29;79,56;80,3;79,56;76,02;29;77,84;0;Espagne;Spain;España;إسبانيا;اسپانیا;UE Balkans
2021;GHA;30;78,67;78,67;79,5;82,08;30;77,74;0;Ghana;Ghana;Ghana;غانا;غنا;Afrique
2021;TTO;31;78,45;78,45;83;100;36;76,78;5;Trinité-et-Tobago;Trinidad and Tobago;Trinidad y Tobago;ترينيداد وتوباغو;ترنتی و توبوگو;Amériques
2021;GBR;33;78,41;78,35;80,06;86,14;35;77,07;2;Royaume-Uni;United Kingdom;Reino Unido;المملكة المتحدة;بریتانیا;UE Balkans
2021;ZAF;32;78,41;84,39;78,35;54,36;31;77,59;-1;Afrique du Sud;South Africa;Sudáfrica;جنوب أفريقيا;آفریقای جنوبی;Afrique
2021;FRA;34;77,4;82,11;77,4;58,1;34;77,08;0;France;France;Francia;فرنسا;فرانسه;UE Balkans
2021;SVK;35;76,98;76,98;81,78;100;33;77,33;-2;Slovaquie;Slovakia;Eslovaquia;سلوفاكيا;اسلواکی;UE Balkans
2021;SVN;36;76,9;76,9;80,34;93,07;32;77,36;-4;Slovénie;Slovenia;Eslovenia;سلوفينيا;اسلوانی;UE Balkans
2021;BFA;37;76,83;76,83;80,26;93,07;38;76,53;1;Burkina Faso;Burkina Faso;Burkina Faso;بوركينا فاسو;بورکینافاسو;Afrique
2021;BWA;38;76,75;76,75;80,08;93,07;39;76,44;1;Botswana;Botswana;Botsuana;بوتسوانا;بوستاوانا;Afrique
2021;AND;39;76,68;76,68;81,38;100;37;76,77;-2;Andorre;Andorra;Andorra;أندورا;آندور;UE Balkans
2021;CZE;40;76,62;76,62;81,46;100;40;76,43;0;République tchèque;Czech Republic;República Checa;جمهورية التشيك;جمهوری چک;UE Balkans
2021;ITA;41;76,61;77,37;76,61;72,27;41;76,31;0;Italie;Italy;Italia;إيطاليا;ایتالیا;UE Balkans
2021;KOR;42;76,57;76,57;81,45;100;42;76,3;0;Corée du Sud;South Korea;Corea del Sur;كوريا الجنوبية;کره جنوبی;Asie-Pacifique
2021;TWN;43;76,14;76,14;81,09;100;43;76,24;0;Taïwan;Taiwan;Taiwán;تايوان;تایوان;Asie-Pacifique
2021;USA;44;76,07;79,97;76,07;60,3;45;76,15;1;États-Unis;United States;Estados Unidos;الولايات المتحدة;ایالات متحده امریکا;Amériques
2021;XCD;45;76,02;76,03;81,05;100;44;76,22;-1;OECS;OECS;OECS;الكاريبي;جزایر کارائیب شرقی;Amériques
2021;TON;46;75,41;75,41;80,64;100;50;72,73;4;Tonga;Tonga;Tonga;تونغا;تونگا;Asie-Pacifique
2021;PNG;47;75,12;75,12;80,14;100;46;76,07;-1;Papouasie-Nouvelle-Guinée;Papua New Guinea;Papúa Nueva Guinea;بابوا غينيا الجديدة;پاپوآ گینه نو;Asie-Pacifique
2021;ROU;48;75,09;75,09;80,25;100;48;74,09;0;Roumanie;Romania;Rumania;رومانيا;رومانی;UE Balkans
2021;SEN;49;74,78;75,38;74,78;71,67;47;76,01;-2;Sénégal;Senegal;Senegal;السنغال;سنگال;Afrique
2021;DOM;50;74,4;74,4;78,51;93,07;55;72,1;5;République dominicaine;Dominican Republic;República Dominicana;جمهورية الدومينيكان;جمهوری دومینیک;Amériques
2021;GUY;51;74,39;74,39;79,7;100;49;73,37;-2;Guyana;Guyana;Guyana;غويانا;گیانا;Amériques
2021;SYC;52;74,34;74,34;79,43;100;63;71,34;11;Seychelles;Seychelles;Seychelles;سيشيل;سی‌شل;Afrique
2021;BLZ;53;72,39;72,39;78,11;100;53;72,5;0;Bélize;Belize;Belice;بليز;بلیز;Amériques
2021;CHL;54;72,11;72,64;72,11;69,55;51;72,69;-3;Chili;Chile;Chile;تشيلي;شیلی;Amériques
2021;FJI;55;72,08;72,08;77,79;100;52;72,59;-3;Fidji;Fiji;Fiyi;فيجي;فیجی;Asie-Pacifique
